Column1,academic_rank,thai_db_name,scopus_name,thai_affiliation,eng_affiliation,field,citation_count,doc_count,cited_by_count,h_index,co_author_count,highest_edu,employment_type
120,รองศาสตราจารย์,กีรติ เจริญชลวานิช,,มหาวิทยาลัยมหิดล,Mahidol University,ศัลยศาสตร์ออร์โธปิดิกส์และกายภาพบำบัด,,,,,,ปริญญาตรี,ข้าราชการ
121,ศาสตราจารย์,กุลกัญญา โชคไพบูลย์กิจ,Kulkanya Chokephaibulkit,มหาวิทยาลัยมหิดล,Mahidol University,กุมารเวชศาสตร์,4365,241,3723,32,2192,ปริญญาตรี,ข้าราชการ
122,รองศาสตราจารย์,กุลธน ธนาพงศธร,,มหาวิทยาลัยมหาสารคาม,Mahasarakham University,-,,,,,,ปริญญาโท,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
123,รองศาสตราจารย์,กุลนภา ฟู่เจริญ,Goonnapa Fucharoen,มหาวิทยาลัยขอนแก่น,Khon Kaen University,เทคนิคการแพทย์,3119,168,1469,31,214,ปริญญาโท,ข้าราชการ
124,รองศาสตราจารย์,กุลนารี สิริสาลี,Kulnaree Sirisalee,มหาวิทยาลัยมหิดล,Mahidol University,-,18,4,18,3,12,ปริญญาโท,ข้าราชการ
125,รองศาสตราจารย์,กุลนิษก์ สอนวิทย์,,มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,Bansomdejchaopraya Rajabhat University and Princess of Naradhiwas University,ประยุกต์ศิลป์,,,,,,ปริญญาโท,ข้าราชการ
126,รองศาสตราจารย์,กุลนุช ชาญชัยรุจิรา,Kullanuch Chanchairujira,มหาวิทยาลัยมหิดล,Mahidol University,รังสีวินิจฉัย,200,7,200,6,21,ปริญญาตรี,ข้าราชการ
127,รองศาสตราจารย์,กุลภา ศรีสวัสดิ์,Gulapar Srisawasdi,มหาวิทยาลัยมหิดล,Mahidol University,เวชศาสตร์ฟื้นฟู,23,6,23,3,25,ปริญญาตรี,ข้าราชการ
128,รองศาสตราจารย์,กุลยา นาคสวัสดิ์,Kulaya Narksawat,มหาวิทยาลัยมหิดล,Mahidol University,ระบาดวิทยา,127,14,125,7,38,ปริญญาโท,ต่ออายุราชการ
129,รองศาสตราจารย์,กุลยา วิวิตเสวี,,มหาวิทยาลัยรามคำแหง,Ramkhamhaeng University,ศึกษาศาสตร์,,,,,,ปริญญาโท,ข้าราชการ
130,รองศาสตราจารย์,กุลวรา ชูพงศ์ไพโรจน์,,มหาวิทยาลัยศรีนครินทรวิโรฒ,Srinakharinwirot University,วรรณกรรมสำหรับเด็ก,,,,,,ปริญญาโท,ข้าราชการ
131,รองศาสตราจารย์,กุศล ประกอบการ,,มหาวิทยาลัยธรรมศาสตร์,Thammasart University,-,,,,,,ปริญญาโท,ข้าราชการ
132,รองศาสตราจารย์,กุศล สุนทรธาดา,Kusol Soonthorndhada,มหาวิทยาลัยมหิดล,Mahidol University,วิจัยประชากรและสังคม,247,17,234,9,28,ปริญญาโท,พนักงานมหาวิทยาลัย (สถาบันอุดมศึกษาของรัฐ)
133,รองศาสตราจารย์,กุสุมาลย์ แก้วอุดม,,มหาวิทยาลัยราชภัฏภูเก็ต,Phuket Rajabhat University,ภาษาฝรั่งเศส,,,,,,ปริญญาโท,ข้าราชการ
134,รองศาสตราจารย์,ก่อสุข วีระถาวร,,มหาวิทยาลัยรามคำแหง,Ramkhamhaeng University,คณิตศาสตร์,,,,,,ปริญญาโท,ข้าราชการ
135,รองศาสตราจารย์,ขนิษฐา จิตชินะกุล,,มหาวิทยาลัยหอการค้าไทย,University of the Thai Chamber of Commerce,ภาษาไทยเพื่อการสื่อสาร,,,,,,ปริญญาโท,อาจารย์มหาวิทยาลัยเอกชน
136,รองศาสตราจารย์,ขนิษฐา เจริญลาภ,,มหาวิทยาลัยเทคโนโลยีราชมงคลกรุงเทพ,Rajamangala University of Technology Krungthep,วิศวกรรมเคมีสิ่งทอ,,,,,,ปริญญาโท,ข้าราชการ
137,รองศาสตราจารย์,ขนิษฐา แซ่ตั้ง,K. Sae-Tang,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,King Mongkut's Institute of Technology Ladkrabang,วิศวกรรมอิเล็กทรอนิกส์,3,7,3,1,3,ปริญญาโท,ข้าราชการ
138,รองศาสตราจารย์,ขบนพันธุ์ เอี่ยมโอภาส,,มหาวิทยาลัยรามคำแหง,Ramkhamhaeng University,-,,,,,,ปริญญาโท,ข้าราชการ
139,ศาสตราจารย์,ขวัญชัย ศุภรัตน์ภิญโญ,Khuanchai Supparatpinyo,มหาวิทยาลัยเชียงใหม่,Chiang Mai University,โรคติดเชื้อ,4250,99,3080,34,672,ปริญญาตรี,ข้าราชการ
140,รองศาสตราจารย์,ขวัญใจ จิตต์บุญ,,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,King Mongkut's Institute of Technology Ladkrabang,ภาษาอังกฤษ,,,,,,ปริญญาโท,ข้าราชการ
141,รองศาสตราจารย์,ขวัญใจ แสงมณี,,มหาวิทยาลัยรามคำแหง,Ramkhamhaeng University,เศรษฐศาสตร์,,,,,,ปริญญาโท,ข้าราชการ
